년(Annual),시도,시군구,계,계,전,전,답,답,과수원,과수원,목장용지,목장용지,임야,임야,광천지,광천지,염전,염전,대,대,공장용지,공장용지,학교용지,학교용지,주차장,주차장,주유소용지,주유소용지,창고용지,창고용지,도로,도로,철도용지,철도용지,제방,제방,하천,하천,구거,구거,유지,유지,양어장,양어장,수도용지,수도용지,공원,공원,체육용지,체육용지,유원지,유원지,종교용지,종교용지,사적지,사적지,묘지,묘지,잡종지,잡종지
년(Annual),시도,시군구,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수
2019,경기,오산시,42707724.4,40237,3604057.5,4812,5538798.2,5437,191503.1,111,96564,80,10409014.7,2657,0,0,0,0,8214922.1,12088,2409290.7,841,894461.1,89,188387.9,136,76190.5,81,355109.1,132,5290899,9569,545440.1,559,163485.5,284,872178.2,477,643715.2,1417,288897.6,69,0,0,24028.8,15,1417216,316,129322.5,90,304724,52,132601.4,136,0,0,116923,63,799994.2,726
2019,경기,시흥시,138660045.6,94929,20020327.5,19683,14360250.6,10738,308596.4,137,1507912,1178,37303835.3,8478,0,0,3250801,124,15216764.1,21958,8913830.4,2348,1823870.6,141,272038.9,200,157738.9,178,172615.7,162,18637980.3,21711,730102.2,347,817887.8,594,1944683,615,2164435.1,2614,1794908.1,573,85863,42,562782.9,469,4511364,497,917672.6,24,7464,3,104215.7,118,4646,4,301795.3,277,2765664.2,1716
2019,경기,군포시,36416853.9,21657,2514048.7,2632,1262356.2,1484,15185,8,37851,34,15415858.8,1895,0,0,0,0,5741444.6,7545,1548253.9,1119,673087.6,62,82955.1,50,23447.3,24,670306.1,40,3981450.1,4548,506229.8,305,29279,81,582484.3,391,134997,366,377302.2,86,17874,13,146389.8,165,1242112.3,355,976001.9,182,0,0,62751.8,59,5834.2,4,11559,17,357794.2,192
2019,경기,의왕시,53987611.3,30892,5182035.7,6238,1934333.3,2390,60494.7,27,107412,76,30684034.6,3525,0,0,0,0,4399683.1,6251,525705.1,350,387474.5,43,96844.9,208,44434.8,38,59768,81,4880041.6,7477,1832132.6,860,55759.5,324,659991.5,965,462130.8,658,1217877.6,310,7596,5,201944,129,528763.2,136,24169,9,0,0,138163.2,91,0,0,173926,53,322895.6,648
2019,경기,하남시,92991186.2,58558,5997481.8,8593,4518738.6,6089,252787,179,2397016.7,2642,48121560.6,7143,0,0,0,0,8031351.8,13563,359181,333,541640.8,78,115741.4,130,50508.6,73,353973,902,5704781.4,11380,0,0,24905,43,10205043.4,2273,836866.7,1410,106837,68,0,0,1084794,1510,1521670.8,366,767835.4,55,5205,2,103613.9,111,4116,2,169820.7,105,1715715.6,1508
2019,경기,용인시(계),591259246.2,325202,40333222.3,49364,67577436.1,59289,268763.4,198,2788058,1270,311923687,48582,0,0,0,0,49730117.1,64508,10100121.7,6257,5183149.2,564,340401.8,272,269269.4,371,4017875.5,1681,23361701.5,54257,502398.4,642,677048.8,987,12418261.4,9331,9215776.7,10638,6453544.7,2026,21758,33,624879,376,5468386.5,1101,24215675.3,5222,2077716,610,974547.9,717,17846,6,2286182.8,1024,10411421.7,5876
2019,경기,용인시처인구,467517929.8,247724,36464471.5,41906,63279314.8,51250,242253.4,180,2699351,1169,259940745.3,37711,0,0,0,0,23037025.9,41062,8177480.4,5262,1597715.9,291,122368,110,146883,196,3305280.8,1348,13410432.3,38153,171923,492,628834.7,938,10580340.5,7069,8325024.5,8988,4047622.2,1111,21758,33,18734,22,464731.4,101,18157901.5,4104,1770840,532,528424.3,398,17657,5,2199397.8,905,8161418.6,4388
2019,경기,용인시기흥구,81643654.4,51200,2611381.2,4962,3295369.8,5637,5895,13,48177,70,30688284.9,6928,0,0,0,0,16431493,14599,1788993.8,825,2617232.3,176,170216.5,112,103142.6,142,507433,249,7131152.1,10447,311279.5,125,43752.6,44,1119879.7,1511,612223.8,1062,2286360.1,844,0,0,128935,241,3524826.4,666,5986486.8,1098,306876,78,257675.8,185,0,0,57029,65,1609558.5,1121
2019,경기,용인시수지구,42097662,26278,1257369.6,2496,1002751.5,2402,20615,5,40530,31,21294656.8,3943,0,0,0,0,10261598.2,8847,133647.5,170,968201,97,47817.3,50,19243.8,33,205161.7,84,2820117.1,5657,19195.9,25,4461.5,5,718041.2,751,278528.4,588,119562.4,71,0,0,477210,113,1478828.7,334,71287,20,0,0,188447.8,134,189,1,29756,54,640444.6,367
2019,경기,파주시,673229198.8,310244,71573068.8,57304,108718807.1,67468,644143.2,291,2096230.1,1396,303459804.1,32112,0,0,0,0,32212076.5,56005,17516497.1,9059,1630757.8,295,442197.8,406,207870.6,264,1493260.9,1117,25202813,43931,1794461.8,1180,1925018.6,2758,47665278.2,7186,13689092.5,15758,1487131.6,656,107344,73,305299.6,396,5021184.2,1066,5463423.4,430,984429.6,117,493165.6,402,24985.9,9,6795021.3,1225,22275835.5,9340
2019,경기,이천시,461421890.6,267737,69176416.1,55887,103413813.6,60739,2349009.7,705,6555629.2,3105,163964589.6,36145,8,2,0,0,21300388.9,39478,9392407,3075,1377879.5,187,508416.5,398,162057.4,189,4817083.2,1809,23746859.6,38855,289424,782,1706047.3,1497,15183405.1,7079,11144523.7,11158,1312952.2,565,27408.4,28,84016,25,631811.8,131,9704508.4,545,169786.9,19,523891.9,399,0,0,1474972.2,742,12404584.4,4193
2019,경기,안성시,553418704,276868,49490632.1,48011,109256426.2,70413,2544581,958,11580691.5,4130,261366172.1,30862,0,0,0,0,21905605.3,39753,13081883.3,3810,2337465.3,468,317531.7,274,286173.9,298,3918083.8,1615,22928391.1,44821,356778,578,1631173.6,2263,12831620.8,6958,13419734.4,12397,7498244.3,2801,38227,23,93708.3,63,1253672.4,373,7771541.3,452,327523.5,33,588724.3,457,0,0,2263199,977,6330919.8,4080
2019,경기,김포시,276612088.4,176445,24481112.6,26871,59645560.1,33482,1756760.4,986,725758.8,619,64943501.1,17141,0,0,0,0,23274516.5,33160,18302320,12074,1426842.4,200,338931.9,307,184309.5,229,910015.6,997,17620192.9,33107,19402,16,1151546.1,886,36270443,1707,8532776,8767,1023700.8,242,76706,67,145141.7,41,5036066.1,1058,1165736.3,125,124502,48,279866.7,305,536738,15,1197798,856,7441843.9,3139
2019,경기,화성시,697766499,487559,76125485.8,86631,146817280.1,110854,1854272.1,966,5946288.1,2883,224746247.9,62229,0,0,8173846,1386,48647300.8,69257,48133887.4,25128,3409084.4,417,830464,497,448572.4,499,2059273.7,1462,42850524.6,82496,1525742,2635,3121265.5,2314,10417264,7116,14534611.4,15991,17953125.6,1856,205347.5,96,225335.5,141,10443732.2,1452,7262584.5,1464,142832,42,816546.7,651,28828.5,8,1530539,1254,19516217.3,7834
2019,경기,광주시,430990347.1,214484,26428509.4,33849,24791748.9,29432,566228,442,1197902,667,283962786.5,27879,0,0,0,0,20868877.2,41137,10403215.1,9884,930774.1,191,78486.6,165,88558,126,4043955.7,3312,13599663.1,46423,0,0,116667,203,14424699.6,7762,4645572,5003,8140497,1622,7805,8,85012,14,500044.8,168,8362540.2,466,14470,24,764067,604,187925,24,2333375,346,4446967.9,4733
2019,경기,양주시,310390297.4,151980,28680759.2,27340,28437409,24671,366869,220,2160538,1503,174752279.5,15625,0,0,0,0,16944423.3,25399,11215093,6634,1157176,212,215499.8,239,185286.7,242,1017171.3,1209,12515502.5,28101,824760,832,801476,1197,6555256.7,5613,4468347.1,4701,1473095.7,559,26041,14,258750,91,2458057.8,566,3213882.1,376,221645,133,398050.2,332,210635.2,34,954025.9,469,10878267.4,5668
2019,경기,포천시,826957493.1,258078,76987172.6,58050,58634386.9,42697,456680,186,3656489,2159,555873232.5,31842,172,6,0,0,20308015.2,38907,18285409.6,10849,1991631.5,234,203658.4,139,238941,311,858297.7,832,16456687.3,40985,0,0,554848,914,22811791.5,7667,11495828.2,8130,2225136.7,906,80960,37,62082.3,218,286825.8,145,8429904.9,769,976251,474,496349.8,381,1881,1,1909933.5,1106,23674926.7,10133
2019,경기,여주시,608298372.3,255662,69179225.2,54360,97829697.4,58254,1405653.9,361,4136444,1637,297851026.5,43818,0,0,0,0,18352811,32373,6273206.3,1792,1102708.2,180,327805.2,205,69879.1,76,2434536.8,1538,24104817.1,33313,31778,78,1874101.9,1825,42720775.3,8906,14036786.9,11795,560198.7,219,55114.9,36,91922,40,514160.2,60,17131596.4,911,348058.6,185,723507,382,811,1,1578087.6,862,5563663.1,2455
2019,경기,연천군,676318065.6,168987,77257215.2,37980,53544363,28073,106149,59,1925936.2,1003,409408435.1,22802,0,0,0,0,9071274.5,19633,1685361.3,550,508711,151,365630.5,150,40026.4,43,423193.4,407,11786929.9,18076,1088398,716,368598.5,234,25315972.3,4862,10318955.9,7585,6047820.2,1798,31279.8,16,79630,18,484421.9,112,1375844,33,235319.3,112,189365.5,172,783515,93,1730239,1148,62145480.7,23161
2019,경기,가평군,843690574.7,184972,42840418,37619,25529274.4,25863,1574519,788,1126698,832,691396432,42392,0,0,0,0,15580583.3,30268,567691,319,530770,198,172523.8,278,65197,101,352060.7,615,11060690.1,26905,810232.5,1646,376002,660,26016133.5,4948,10012623,4986,2496705.7,1330,59417,33,10186,3,98439.9,70,3427059,334,529890.4,396,497709,395,0,0,767357,509,7791962.4,3484
2019,경기,양평군,877651359.5,315357,56037622.9,58433,65980258.8,58869,719655.9,508,3199650,2487,636728112.3,58304,0,0,0,0,25228145.8,53852,521811.4,417,802548.3,204,138514.6,237,50925,68,1136425.4,2008,20481913,49884,2060226,1947,575681.1,959,35683900.3,11286,12523374.6,8943,887775.1,523,43194,38,85341,19,13432.5,12,1929445.7,228,355673.9,146,692383.6,612,2873,5,1970304,870,9802171.3,4498
2019,강원,강원,16828280725.7,2641240,1028293221,670629,545638101.5,372255,10418167.9,5598,64366641.9,12759,13753211743.5,440679,2429,12,0,0,190397216.5,426342,28196225,6416,19939467.7,4471,2236138.9,2268,1123589.1,1335,6425320.1,8130,278889489.5,407247,16522576.9,15948,19047565.2,35031,380062446,61545,139072457.4,68737,134177657.9,27851,626029.9,475,1786277.7,1618,6363816.4,2164,43865326.7,3777,4496419.1,1605,4446395.3,3511,403146.6,243,9120267.4,6207,139152591.6,54387
2019,강원,춘천시,1116373900.4,242249,66171409.6,54559,32589464.2,27802,1992757,1352,2150059,972,838819646.3,37181,0,0,0,0,21421113.3,49052,2031609.1,506,3086050.7,448,322188.4,336,117335.6,135,404232.7,585,22604790.8,39989,1076154.5,1338,1254317.3,2033,39241476.8,5771,11522384.5,4739,51735224.2,9145,59220,50,77652.3,52,839002.5,358,8010056,267,936688.7,153,449254.8,361,57997.7,22,1467873.6,540,7935940.8,4503
2019,강원,원주시,868240237.8,265091,60304010.4,51764,56450448.7,46478,2679860.2,1426,2815339.7,1088,614733167.1,41654,1412,3,0,0,27666465,52590,5569182.9,1166,2910069.7,410,274297.6,291,182343.1,227,1143632.3,1092,28130762.5,40093,2064405.5,2209,2055566.3,4121,26034486.8,5536,8667741.8,6400,1957095.8,863,20013,13,286770.3,526,2763796.7,609,3908584.6,225,596443,199,769944.6,570,169953.3,161,977849.9,593,15106595,4784
2019,강원,강릉시,1040783863.5,230001,52719017.6,47171,49103663.9,36795,1606991,1047,1656698,556,834351932.7,44809,980,1,0,0,19758082.1,46086,3640662.6,676,2728751.5,510,204212.3,209,127849.7,153,807056.4,781,24873194.6,30047,1485184.3,1204,1279001.6,1863,21727857.4,5939,6658299,5781,5142711.9,1147,24685,22,195882,183,862221.2,224,1709125.4,316,41569,29,337908,244,26099.4,12,888109,461,8826117.9,3735
2019,강원,동해시,180201979.5,58789,9605873.7,10946,4293107.4,4381,151294,61,35649,26,134281327.1,9225,0,0,0,0,6916269.9,19119,4032855.6,640,613689.1,206,101643.4,99,82633.3,67,178203.6,203,7288404.6,8062,1025264,1160,330455.6,273,3698734.9,1445,620374.5,609,844375.9,94,0,0,118421.3,18,213439,67,269525.7,58,149464.7,15,111757.3,86,0,0,203349,99,5035866.9,1830
2019,강원,태백시,303521188.1,33462,14090320.8,7163,32988,59,5173,3,1939571.5,276,268453315.5,5470,0,0,0,0,3987579,10316,402606.8,93,465260.2,141,96957.7,93,25088,20,46641,71,4324019.9,5341,1222808.1,753,26623,69,4560910.8,1103,372101.4,240,239324,70,1392,1,126467.5,28,100207.3,57,181741,14,262377.1,27,112771.1,86,0,0,200323.6,44,2244619.8,1924
2019,강원,속초시,105760448,39458,4055643.3,5262,4018792.1,3261,282512,214,136693,19,77718225.9,4776,37,8,0,0,6500806.3,16448,320586.6,144,780066.7,102,98477.1,82,72992.7,65,79314.7,93,4228793.3,4846,99502.6,215,190725,501,1657587.8,442,928100.8,1191,1123931,51,0,0,89747,13,106397.8,50,838472.9,53,369548,78,115253,88,16579.2,1,12801,27,1918861.2,1428
2019,강원,삼척시,1187839038,149523,56473337.5,36558,14948101.7,14878,385571.5,96,993511.7,424,1043573856.7,29355,0,0,0,0,8396624.6,21260,2402120.9,248,1470374.8,375,113320.9,124,62576.1,78,160961.2,300,18736511,29338,2308779,2798,1088697.2,2751,26612866.2,5603,2730750.2,1760,1144429,144,18411,15,98255,47,166556.8,61,2018056,406,16047,9,138685.7,132,21640,8,519641.6,548,3239354.7,2207
2019,강원,홍천군,1820310462.5,249618,105587526.6,69063,56318535.5,43350,564275,179,12485242.6,1970,1523688909,41009,0,0,0,0,16143152.3,33488,1527677.7,324,1043450.2,346,109290.7,141,64202,86,556336.1,744,22502242.8,37884,0,0,1055091.8,1692,41284332.1,5225,15072309.2,7083,1592388.3,813,52635,40,33326.1,49,233952.5,117,7963182.5,382,329157,127,447501.2,455,6191,14,492844,576,11156711.3,4461
2019,강원,횡성군,998066555.9,204361,86703356,56144,47076464.6,31916,331414,199,12598730.4,2636,762691445.1,33516,0,0,0,0,11651139.2,25363,2897589.9,784,1526902.6,331,81987.3,119,41458.2,68,435622.8,719,22210833.4,37795,0,0,1688486.5,2946,22292319.7,2342,9446585.6,4993,7012327.8,1188,40484.5,29,211053.4,350,281424.8,116,5317470.9,543,379986.7,245,293274.9,276,169,1,861952.5,460,1994076.1,1282
2019,강원,영월군,1127289701.3,142646,81374854.3,54425,13947307.6,11857,390216,175,1616922,521,955459558.6,24459,0,0,0,0,9244989.3,20705,1805442.8,498,701427,178,117526.7,96,46937,63,251190.1,381,14386605.1,18651,939486,873,1419281.6,1789,31411691.5,2497,7807792.5,2376,211294.8,77,45162,47,138320.9,46,68439.1,42,252902.2,33,548019.8,378,225111,184,50115,10,560279.9,490,4268828.5,1795
2019,강원,평창군,1463928054.3,207400,122734496.8,75265,15625878.1,13263,55391,63,16494819.2,1532,1219204104,46763,0,0,0,0,13296403.4,24573,538468,207,1035210.2,267,192533.2,190,65201,102,438941.5,586,20240892.8,28483,0,0,1018341.2,1492,31395366.8,5950,10977574.5,5206,748281.2,308,117102,86,116519,84,55268.8,52,6601294.4,951,201202,97,312443.5,224,0,0,437578.9,409,2024742.8,1247
2019,강원,정선군,1219777975.3,127419,98952533.8,45887,7695749.2,6562,140024.6,22,1556507.9,335,1041622161.2,26211,0,0,0,0,7490569.3,19635,656622.3,226,760921.7,314,74808.7,85,35533,42,224335.3,298,12920045.3,16620,2807309.4,1997,1298166.4,1980,27274824.6,2594,11883565.4,2455,62029.3,44,51780,21,99687,81,169900.8,73,1415637.8,75,155644,74,142661.3,190,0,0,414047,521,1872910,1077
2019,강원,철원군,889682310.5,173868,84508467.4,38608,122621700.7,54766,420972,167,2596978.4,696,597957045.9,17437,0,0,0,0,8542430.1,20298,730052.7,177,538936,139,82232.6,84,37976.4,39,337932.8,362,13648791,20056,921364,501,1279170.9,2081,17655849.2,3435,12446482.5,8768,7179523.2,1078,31955.1,16,43963,17,118302.6,33,672490,40,150069,35,191441,138,43000,7,663568.1,388,16261615.9,4502
2019,강원,화천군,908931855.5,86886,42116336.1,20875,16668680.3,11050,413665.6,181,942207.8,367,766962325.4,11952,0,0,0,0,5050429.7,10343,181949.2,78,421076.6,97,22923.7,43,18707,27,220940.3,309,10867138.6,14713,0,0,651518,1703,21822205,2169,7644489.3,2463,17101948,5668,27946.7,22,16016,17,27393.2,32,30656.9,34,64626,30,94854,88,0,0,255368.4,173,17308453.7,4452
2019,강원,양구군,661819105.6,93142,47738097.3,23658,25057507.5,15356,199940,79,488819,233,530108178.9,12834,0,0,0,0,4057606.9,10174,314323.3,135,413345,117,26489.6,35,11438,19,283464.1,389,9675790.7,12709,0,0,1133316.6,2905,10654374.9,2676,6453050.3,2747,12686313.4,4794,33040.6,25,30804,12,82209.7,38,113790.3,34,3225,3,69612.2,72,4727,1,359841,208,11819800.3,3889
2019,강원,인제군,1644967141,115547,53702778.7,29418,14852772,11177,189795,80,2318648.6,337,1471026482.9,13772,0,0,0,0,7024887.3,16363,257170.9,149,564410.7,207,144802.2,120,65129,68,337930.2,523,16443738.3,25955,0,0,1236430.2,2078,28573652.4,2885,11069396.7,3928,19733531.9,1853,28773,28,58839.8,59,119898.2,158,1162555,104,182688.1,50,145718.7,125,1982,2,149530.5,165,15575598.7,5943
2019,강원,고성군,660707506,103717,17861818.8,17297,37653416,19753,185506,60,2620518.1,472,547183787,18799,0,0,0,0,6340364.1,15629,441133.2,177,553378,134,46487.1,65,32827,38,302777.7,356,10580254.2,16852,1722613.8,1718,927475,2508,11092689.1,2135,8414047.8,3774,4521138,358,34302,24,33046.9,21,81223,30,2396068.9,147,37681,6,269148,81,4022,3,367386,233,7004397.3,3047
2019,강원,양양군,630079402.5,118063,23593342.3,26566,26683524,19551,422810,194,919726,299,525376274.2,21457,0,0,0,0,6908304.7,14900,446170.5,188,326147,149,125959.7,56,33362,38,215807.3,338,15226680.6,19813,849705.7,1182,1114901,2246,13071220,3798,6357411.4,4224,1141790.2,156,39128,36,11506.2,15,74182.4,47,1003716.2,95,71983,50,219055,111,671,1,287923.4,272,5558100.7,2281
2019,충북,충북,7406819936,2330405,641623663.7,525550,613686454.5,454812,50632436.9,25686,28020047.4,9316,4923532477.1,266814,52,6,0,0,177972547.2,358619,85118606.9,19931,19990638.1,2996,2145623,2284,1533420.9,1692,8731375.1,9452,239816019.1,390636,14097517.9,15345,13078492.6,19419,208391512,58360,120242275.3,93193,142880007.7,23370,818391.1,576,2468770,5201,12839688.8,2985,17164716.1,1730,2276953.7,544,4117028.2,3543,439964.1,153,18961860.3,9706,56239396.3,28486
2019,충북,청주시(계),940844523.6,465784,89078951.1,79634,130220141.3,87977,2554065.8,1628,4014639.6,1837,470994340.9,49528,49,5,0,0,54389211.4,106887,22860654.6,6281,8728852.3,1098,582296.2,660,421697.9,475,2352807.5,2100,49253438.7,76510,2697743.4,2984,2753743.2,3545,35241491.6,9393,22938192.2,21355,14690183,2956,103772,108,1227121.3,2179,5957268,1373,2118970.9,331,221597,24,987673,846,104828.4,24,2413337.9,1488,13937455.4,4558
2019,충북,청주시상당구,404362103,141358,32504669.5,26902,35738751.8,28002,793008.1,594,1512733.7,574,269365534.1,17789,7,1,0,0,13423371.2,30039,860414.4,389,3020266.7,474,120759.5,184,79284.8,100,363896.3,440,12096073,23257,13.2,1,572179.6,985,9006919.9,2928,7338097.4,4709,12375710.9,1576,43075,27,122051.8,172,402205.6,199,604308,57,148649,10,320956.8,331,42953.9,5,1285092.9,576,2221118.9,1037
2019,충북,청주시서원구,122634639.6,79480,11253320.8,11513,15732437.2,12962,208187,122,294906.3,247,59808500.6,8749,0,0,0,0,10855353.1,22363,2773162,1090,1742873.3,170,91670.1,99,86524.5,97,747510.8,393,8100032.1,14760,572787,402,95253.3,257,3937769.7,999,2903241.2,2576,145172,133,7179,7,706171.5,1025,685215.8,229,349305.9,71,8581,3,234120.6,186,0,0,336890,243,958474.8,784
2019,충북,청주시흥덕구,198804526.7,121474,20477588.3,19112,37215215.5,24657,737363.5,445,706493,435,67982571.6,10776,0,0,0,0,16470728.2,28901,11424513.2,2135,1846912.2,251,208748.3,153,129713.1,145,666252.3,768,14033063.9,18852,1544426,1896,1100406.3,995,11527852.6,2261,6006270,5909,888085.7,439,40811,61,337486.3,958,2532726.6,648,111441,23,5400,2,170189.9,163,59449.5,17,457431,342,2123387.7,1130
2019,충북,청주시청원구,215043254.3,123472,24843372.5,22107,41533736.8,22356,815507.2,467,1500506.6,581,73837734.6,12214,42,4,0,0,13639758.9,25584,7802565,2667,2118800.1,203,161118.3,224,126175.5,133,575148.1,499,15024269.7,19641,580517.2,685,985904,1308,10768949.4,3205,6690583.6,8161,1281214.4,808,12707,13,61411.7,24,2337120,297,1053916,180,58967,9,262405.7,166,2425,2,333924,327,8634474,1607
2019,충북,충주시,983477554.9,315188,78480742.6,60798,78341031,57382,16193318.1,8409,3416657.6,1199,614018213.2,32454,3,1,0,0,26282845,52078,10384418.8,1646,2868942.2,353,346529.7,323,221393.2,230,1083610.6,1241,38925823.8,57598,1406504.8,1648,2112654.2,2691,37927158.5,8626,14418003.4,11505,32163107,4881,246922,147,535331.8,1345,1491352.8,435,3885468.5,257,447931.2,78,552618.3,547,39586,32,2028209.1,1184,15659178.5,8100
2019,충북,제천시,883422112.5,210831,75335774.8,54426,33575890.8,27340,4167136.1,1616,3491400.3,761,643631671.4,30422,0,0,0,0,15983213.7,34458,3612643.5,687,2003734.5,227,363304.9,455,264421.4,223,1002906.7,1342,23535034.1,34151,2544294.3,2467,1028471.6,2124,21234451.4,6105,6570106.8,4272,35374204.3,5178,27874,26,117866,51,811096.6,199,850538.1,73,467314,103,460831.5,363,8359.6,12,2034508.4,867,4925063.7,2883
2019,충북,보은군,584207530.4,164135,51368164.4,40165,58913869.5,39092,2361946.4,1015,2045852.2,776,398965780.3,18281,0,0,0,0,9178465.5,18876,1945061.4,340,743590.2,162,50345.4,60,53098.8,75,411849.9,560,15517205.8,27971,0,0,1847006.3,2289,12450557,2974,11061129.4,7589,13096046.8,1589,40001,36,31491.9,35,181009.6,38,718757,47,118192.5,30,229790.7,202,187909,29,1471962.3,864,1218447.1,1040
2019,충북,옥천군,537221175.1,179611,55617875.7,46986,43638874.4,37871,3478919.5,1937,1294107.3,715,345907405.2,22147,0,0,0,0,10443634.1,22291,2551355.7,900,679835,211,142242.4,145,57024,74,702016.6,582,16032175.4,25348,1633435.4,2235,517443.8,895,14345749.6,4017,10308490.2,7879,25963377.2,2367,62146.9,39,48996.1,34,83224.7,31,196183,67,134223,26,244780.3,204,3697,8,1669867.4,1411,1464095.2,1191
2019,충북,영동군,846016197.8,223765,50936283.8,52505,52609601.9,50039,7368356.5,4291,1951546,493,651155758.3,25798,0,0,0,0,10139928.5,24935,2060843.5,447,807343.8,181,71340.8,85,51057,80,743538.7,996,18569135.7,37970,2664024,3035,713693.4,1271,24621973.9,8811,11947623.7,7031,1301096.5,681,26977,20,97255.1,117,442346.4,114,145195.7,24,258349,97,237304.1,239,30864,18,1609573.8,1098,5455186.7,3389
2019,충북,증평군,81797648.4,42350,9499714.2,8300,13271484.6,8967,321256.4,167,299552.3,172,39856269.8,3713,0,0,0,0,4383465.4,8191,1920175.3,260,480825.1,46,47492.2,51,35088,47,191147.2,261,3902477.3,7588,412724,310,199711.1,261,2185203.9,792,2279998.8,2044,759216.4,227,7985,5,38077,61,423721.2,105,119098,25,11638,1,78441.5,75,0,0,139106.8,107,933778.9,574
2019,충북,진천군,407303348.2,165524,33875986.2,32916,58691301.5,37191,1771671.7,842,2149328.7,919,228040100.7,16522,0,0,0,0,11379902.3,20473,12836036.7,2982,944712.7,160,190186.4,199,91290.6,105,649146,541,15683613,31516,0,0,1392761.2,2093,10920755.7,3603,10843671.3,10251,6353412.5,1641,146943.1,96,112960.9,259,1555494.9,281,5382931.2,527,98647,45,374993.3,285,27910.1,10,936640.4,539,2852950.1,1528
2019,충북,괴산군,842189019.8,198277,75280156,54684,57877789.8,41950,2838805.3,1133,3588164.8,917,622514809.3,21630,0,0,0,0,12871171.3,24909,3233342.4,660,1065200,198,89174.2,93,97538.8,130,532154.3,726,20625490.4,32654,0,0,1054425.6,2177,17816596.3,3553,13661492.9,8996,2859350.4,1143,81127.3,58,37828.8,210,187768.3,16,189505.3,73,256441,71,256660,279,31681,13,1538350,627,3603996.3,1377
2019,충북,음성군,520182165.7,230276,61269506,49372,73807345.7,51785,8490352.4,4073,3564789.6,1164,268252657.1,26242,0,0,0,0,16325684.2,28911,21491806.5,5227,1114519.1,203,183342.5,128,208635,214,846671.5,744,23203463.3,36259,850427,1184,1188957.2,1573,11165621.7,6719,11304520.9,9983,6405511.4,1762,64026.8,33,206553.5,881,1492414.9,346,2637192.2,171,57841,18,449261.5,284,357,1,2105432.4,834,3495275.3,2165
2019,충북,단양군,780158659.6,134664,60880508.9,45764,12739124,15218,1086608.7,575,2204009,363,640195470.9,20077,0,0,0,0,6595025.8,16610,2222268.5,501,553083.2,157,79368.3,85,32176.2,39,215526.1,359,14568161.6,23071,1888365,1482,269625,500,20481952.4,3767,4909045.7,2288,3914502.2,945,10616,8,15287.6,29,213991.4,47,920876.2,135,204780,51,244674,219,4772,6,3014871.8,687,2693969.1,1681
2019,충남,충남,8245540720.1,3644149,750500285.8,758227,1685200394.9,921769,51990610.2,22318,48256959.7,18361,4085092689.3,480260,1709.6,35,15307352.7,3928,277705664.1,555933,125631089.2,21046,24403452.4,3420,3583305.3,2746,2291167.1,1872,12580088.2,12656,300816096.2,476746,9689392.6,11508,23613850.8,25193,216859723.3,68376,218477084.8,162536,211048079.9,24697,2257558.3,976,4130565.4,5721,15998766.4,3691,19569708.5,1724,3084609.1,591,5269863.3,4945,4512374.3,383,26733545.5,11296,100934733.2,43195
2019,충남,천안시(계),636082714.5,295765,52477750.9,50496,93931798.1,62026,15953264.2,7470,7785033.6,1923,310094281.2,27657,97.8,1,0,0,38576759.9,67264,23172732.8,5878,5268740.8,591,398516.1,330,242279.7,240,2175440.6,1199,27237038.5,42409,1675894.7,1746,1285146.2,2073,15379690.2,6840,11371900,8468,4225451,1630,25672.3,23,647446.1,542,3185305.6,800,4608666,138,425995,15,734475.4,580,3393985,102,2828300.9,676,8981051.9,4648
2019,충남,천안시동남구,438386771.6,175149,34775277.6,33706,54859465.7,38881,1103764.5,595,2220760.6,1024,259931389.6,18713,97.8,1,0,0,20747660.2,39205,9375934.2,2206,3324073,342,186891.1,182,123309,119,1061945.3,580,14488639,25495,536293,443,588901.2,823,10681199.3,4206,7656054.6,4110,1373145.9,767,20640,18,599050.1,521,1517855.5,306,3869049.9,83,425995,15,431803.9,330,3392954,100,2169489.9,430,2925131.7,1948
2019,충남,천안시서북구,197695942.9,120616,17702473.3,16790,39072332.4,23145,14849499.7,6875,5564273,899,50162891.6,8944,0,0,0,0,17829099.7,28059,13796798.6,3672,1944667.8,249,211625,148,118970.7,121,1113495.3,619,12748399.5,16914,1139601.7,1303,696245,1250,4698490.9,2634,3715845.4,4358,2852305.1,863,5032.3,5,48396,21,1667450.1,494,739616.1,55,0,0,302671.5,250,1031,2,658811,246,6055920.2,2700
2019,충남,공주시,864152740.3,278473,54107186.7,58530,101067876.8,75043,1632079.4,893,2876503.6,1461,601306445,37646,216.7,12,0,0,20691196.2,41214,4088669.1,935,1752409.6,318,240533.7,271,105132.5,147,749753.7,950,18628727.2,33928,0,0,1733651.1,2246,31406030.2,9455,13265867.2,9428,2377554.1,1582,54466,46,266753.9,765,663296.5,163,1206376.7,92,330770,102,575108.2,470,45954.6,22,2730492,863,2249689.6,1891
