년(Annual),시도,시군구,계,계,전,전,답,답,과수원,과수원,목장용지,목장용지,임야,임야,광천지,광천지,염전,염전,대,대,공장용지,공장용지,학교용지,학교용지,주차장,주차장,주유소용지,주유소용지,창고용지,창고용지,도로,도로,철도용지,철도용지,제방,제방,하천,하천,구거,구거,유지,유지,양어장,양어장,수도용지,수도용지,공원,공원,체육용지,체육용지,유원지,유원지,종교용지,종교용지,사적지,사적지,묘지,묘지,잡종지,잡종지
년(Annual),시도,시군구,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수
2018,전북,익산시,506541233.2,382896,53304209.5,69891,198653440.6,100593,626446,200,2298157.9,1585,111969919.3,31417,0,0,0,0,27423334,67801,11130898.9,2163,2863287.9,380,226046,377,239969.2,268,1259627,1208,31715210,69159,1534303.8,1367,2035875.2,1916,22335158.6,4782,22244068.4,19604,3885686,1900,206345.5,104,415250.7,518,1297273.2,274,1334635,198,287814.6,158,725890.7,527,408886,199,1514911.4,1695,6604587.8,4612
2018,전북,정읍시,692964294.8,397820,74129118.1,77680,173574988.7,94013,586114.4,223,4725415.1,2276,318754137.7,41837,0,0,0,0,19865721.7,52531,3761286.7,710,1617824,489,276384.9,203,91961.8,121,775619.1,818,28879513.2,82982,1604451,776,2924223.6,4672,15087678.6,9674,23125765.3,17847,13804623.9,5539,107701.5,58,257347.2,264,632829.9,100,1834125.7,204,124482.9,30,269252.4,262,183469,59,1966334.5,1349,4003923.9,3103
2018,전북,남원시,752212995.6,322761,41073273,52052,125021210.5,83835,2588579.2,603,6892136.1,1925,471713597.9,37321,0,0,0,0,14741841.1,39627,2282839.9,748,1217645.4,264,186181.4,198,76986.2,62,534558.2,731,30534042.1,66102,1360327.8,2069,2152200.7,3917,19986481.6,9811,20121284.1,16076,3437043.4,2048,45173,27,77378.9,59,308312.4,155,1831067.8,126,657240,167,276579.1,296,89986,20,1389755.6,1203,3617274.2,3319
2018,전북,김제시,545842790.9,363367,53961201.2,68799,217692340.1,101533,1372085.3,590,3403754.6,1783,115497612.7,30795,0,0,516300,6,19573313.9,50037,5711105.2,1283,1466882,247,240940.3,185,130809.6,128,1282363.7,1141,28816548.5,70569,670771.2,330,2438843.1,3408,53140922.9,6353,22073334.9,16727,6745105.2,1999,185909.9,109,164442,336,362070.7,115,1427147.2,102,206832,61,380938,376,0,0,2959061.3,2523,5422155.4,3832
2018,전북,완주군,821040451.1,275604,45549170.2,51814,80204858.4,62466,1078551.5,219,1705679,1201,587949674.8,29728,249.7,2,0,0,17271965.6,34033,6980819.5,923,1619181.7,313,203546.7,167,147328.6,193,826516.7,1055,24623630.1,58556,486240,513,2009191.9,4136,22211791.5,14399,11291721.2,8630,9411870.5,2827,80769,58,882117.7,681,1090292,175,532468.9,78,42178,13,463289,388,36033,2,1129696,590,3211619.9,2444
2018,전북,진안군,789094249.7,255640,40373252.7,43193,46510446.1,38935,438718.1,196,3364271,851,607293160,31676,0,0,0,0,7503696.2,18100,794517.3,316,509980,161,130111.3,102,16399,19,242413,353,17484054.5,46020,0,0,586257.8,1347,17715666.1,13644,3962842.9,5441,38298763.1,52675,13830,9,56692.8,52,439922.5,226,941892.1,103,148754.8,54,180892.3,199,831,1,1024764.6,842,1062120.5,1125
2018,전북,무주군,631762402.5,153430,36637200.8,38006,30785859.2,29678,508965.8,196,1253395,453,512478526.9,19111,0,0,0,0,6544361.7,16701,470155,134,437062,139,84809.2,53,30735,31,247483.5,342,14344776.5,33511,0,0,385704,641,17700299.4,7389,4318851.8,4432,1414246.7,648,8661,5,47834,73,168824.9,70,2067117.7,182,148544.3,37,97529,128,790,1,999223,973,581446.1,496
2018,전북,장수군,533264290.7,168950,31072605,35044,47067423.2,37536,4135224.8,876,3307956,924,399021797.9,22093,0,0,0,0,5886076.9,16232,645985.2,161,509835,197,13271.6,20,18293,18,335668.5,475,16485916.5,38947,0,0,419903,1001,11361944.2,6259,6013290.2,5601,3468842.1,1359,1208,1,100601.8,222,288447.4,72,1018721.6,74,372741,70,106884,86,7973,2,826841,707,776839.8,973
2018,전북,임실군,597287447,242028,41179801.9,46178,59552513.6,47617,587159,183,2841697.9,935,407805987.6,43100,0,0,0,0,8379076.1,21454,987734.6,285,677269.3,207,70620.3,88,44448,65,246569.1,327,18610440.2,49815,898344,1161,749174.6,1829,12211293.2,4197,11396067.6,8349,22641578,11454,65016,46,78441.7,179,146011.1,64,307273,101,287110,262,97758.7,111,1062,3,1474849.5,1591,5950150,2427
2018,전북,순창군,495872596.3,202021,37418280.2,41456,72344178,48438,383201,106,2109759.5,631,325472503,26985,0,0,0,0,7857659.7,21152,1036545,291,506369.1,143,11441.9,23,21638,23,196720.3,256,16234021.3,42730,134058,275,1131544.6,2400,12507676.3,3433,12166891.4,9399,3354732.9,2082,60073,26,56726.9,40,101519.8,34,507418.8,149,71484,65,84504.4,82,3333,2,1241106,925,859210.2,875
2018,전북,고창군,607448733.3,330840,93982357.6,72709,140911721.5,74596,513577,102,4770878.4,1288,261369315.3,43136,52,6,1767362,67,17007559.1,37642,1120539,302,1091417,267,82879.1,100,42347.2,60,593105.2,617,29173316.3,69951,0,0,1264671.8,1590,8122568.4,4467,20090668.8,14395,15784357.6,4514,532653.7,231,53463.3,61,118920.8,49,1970120.6,93,29787,4,181673.7,202,4874,3,2112640.9,2027,4755906,2361
2018,전북,부안군,493234731,251884,53257696,62477,141630508.3,58501,124261,39,2485547.5,993,198325808.4,20781,0,0,512506,5,13725096.1,34231,1061866.7,444,1016299,277,167506.8,119,72861,90,602660.8,711,23615889,51085,0,0,1686705,1131,17544847.7,4829,15927252.8,9497,15679405.6,2480,217823.2,86,187650,181,225838.9,48,147072,41,453395,143,196517,193,7741,9,1499162.5,1388,2862813.7,2105
2018,전남,전남,12343575972.8,5794013,1162693055,1165758,2039008716,1353166,40411457.3,14936,69395260.6,19685,6967487573.6,754471,408,28,51093185.9,6484,301807709.6,767007,87683872.9,11652,25313302.4,5071,3703844.3,3299,1872033.1,1601,11856023.8,12628,441894611,1081775,12048297.1,12901,28159344.6,34162,245541356.3,82852,280031294.3,251324,319340048.7,86630,9247591.3,3963,9553760.9,15236,19293532.3,2932,24306413.3,3843,2638437,839,4849506.9,4845,3482144.7,355,31665159.8,27370,149198032.1,69200
2018,전남,목포시,51632536.1,69722,6677000.2,10007,2045679.8,2572,9100,7,7744,3,11040446.4,3301,0,0,700975,303,11816138.6,39361,1758269.3,384,1488499.5,182,252202.7,233,90631.2,128,89106.1,111,6943500.5,9650,508737.2,365,130054,89,1400370,2,649280.7,571,170143,188,6206,2,229513.9,332,1409247.9,243,468568,31,28790,1,251525.8,219,0,0,163549.6,171,3297256.7,1266
2018,전남,여수시,510635689,304966,64194596.8,71967,39129673.8,44202,618836,211,1856105.2,509,301470037.4,53178,0,0,3442,6,23702862.9,66273,20754908.9,1419,2041075.9,374,539847.3,538,744554.8,256,329987.4,477,22125509.8,47588,1624108.8,2000,675493.7,782,2590798,956,4609800.8,4880,2766991.6,1365,269568.7,184,611020.3,413,2922737.7,429,3555060.3,83,415749.3,27,449120.7,475,20795,15,1770946.1,1831,10842059.8,4528
2018,전남,순천시,910947389.6,376365,55184645.2,65720,104303567.9,98083,2379224.8,743,4062290,988,617665642,52971,25,1,1092243,264,22971685.6,58791,4220157.3,703,2399432.7,429,355099.9,392,133957.1,184,682559.7,827,27152793.3,58041,2070287.2,3525,697295.2,874,12969017.6,3604,14269417.6,10417,24208092.8,12453,53140,18,500735.6,557,2222531.9,347,3219756,660,100471,71,459980.7,407,64447,87,1794842.1,1281,5714051.4,3927
2018,전남,나주시,608427763.3,389066,62089404.8,62814,148768771.9,103133,14289081.3,6220,4196714.7,1811,233461331.1,36685,0,0,0,0,23494365.1,51209,4054401,1076,2122348.1,419,160304.3,301,72833.4,66,572685.9,683,27413354.5,71437,757243,417,1672694,2706,32968233.6,9751,22258177.8,26493,17663810.1,6391,166107,101,125960.1,616,2204163.2,391,2550976.4,356,115260,52,278206.8,261,17658,4,1774949,1293,5178728.2,4380
2018,전남,광양시,463081076.1,199831,19222395.2,29090,47026262.5,51977,354322,123,899395.6,370,299048599.2,34064,0,0,56374,60,13349242.4,30219,23584214.2,922,1303449.7,174,355731.8,276,120111.1,116,1093701.4,804,19162644.3,34519,1650397.8,1547,883000.5,1177,12449863.6,2713,4957070.8,4339,3589648.8,1318,25620,24,895087.5,1774,1435585.8,327,510004.6,82,219389.9,88,175028.2,213,0,0,1270174,1193,9443761.2,2322
2018,전남,담양군,455092183.4,227716,25550228.9,30962,79807072.2,55183,910063.3,313,2220887.3,852,274109799.3,29888,0,0,0,0,12061906.4,28537,2117337.1,638,879977,190,142604.4,223,46005,56,424694.5,602,18343920.6,51661,108374.2,339,1484185.3,3559,9662609.5,5075,11742236.1,12503,8236883.7,2820,47903,25,70220.6,206,194547.5,44,725676.7,111,82790.2,58,178023.4,152,65620,5,1291993.7,858,4586623.5,2856
2018,전남,곡성군,547460998.3,194435,28830811.6,32490,63560442.9,50191,1086949.9,303,1722652.4,674,393999207.3,29371,0,0,0,0,8218079.4,22380,1432460.6,225,675098,147,47686.9,67,34640,44,262717,371,12440602.3,36562,598242,718,1207202,2359,13885441.9,3854,11853188.9,9996,2911166,1447,109458,51,41363,64,81608.1,18,1033977.6,533,242352,51,190845.2,167,2034,1,1281957,847,1710814.3,1504
2018,전남,구례군,443250623.7,147666,19099144.4,24782,41407121.2,37389,708804.7,221,818572.2,356,340867122,19251,20,5,0,0,7064874.1,18105,325365.5,131,529000,81,60490.2,45,10260,17,156789.2,240,9709051.2,35267,0,0,540063,1064,11603127.4,2613,6401787,5435,1971681.1,884,6737,8,22455,25,73149.7,34,225378,17,61206,40,210492,116,14420,30,596415.9,565,767096.9,945
2018,전남,고흥군,807351944.6,399707,81080769.5,87289,157298624.9,91425,2456681,855,2669365.3,936,452469217.1,54694,0,0,268228,79,16061572.7,47083,822577.7,387,1422058,332,78225.8,92,52976,54,1021891.6,720,27670065.1,83525,0,0,2112392.7,1010,7534125,5059,17919993,15704,27737384.6,3516,261013.7,166,196830,197,125433.6,69,123024.5,46,0,0,273212,279,23068,44,1888194.6,1851,5785020.2,4295
2018,전남,보성군,664036146.9,279753,48824183.6,47407,110222242.3,72816,2385543,649,1679926.4,700,411929738.1,34163,0,0,166849,80,14082602.1,35266,642315.8,233,956616.1,189,77302.1,51,51438,51,445630.4,521,23892239.6,56341,913753,829,1485776.4,2074,8950393.7,4442,14440043.6,13348,17453451.2,6949,137393,71,78062,141,29590.9,22,1080523.8,83,0,0,207945.5,197,0,0,1172449.3,758,2730138,2372
2018,전남,화순군,787008253.5,262021,48107526.9,52836,71539085.9,59312,1708734,917,1878615.4,730,575945905.3,44228,363,22,0,0,12770572.7,33061,1734272.7,473,929420.7,167,95935.7,115,54592,74,416876,644,17778495.7,37756,836607,777,1252922.9,2594,15459473.1,6069,14213407.7,11155,13884877.1,4900,90543.5,54,684167.9,1548,342740,97,2082076.2,807,21638,8,247906,269,920,4,2620428,1330,2310150.1,2074
2018,전남,장흥군,622350743.1,242258,33567630.9,37583,96481667.5,56921,834576.7,167,3433016,1650,402215145.5,30838,0,0,93,1,11424196.4,29902,1833576.3,313,579029,139,62701.4,70,31014,49,489327.7,611,20175545.8,48288,5874.7,2,2419353.6,3814,14075241.5,7325,10802851.5,9849,17981115.3,10772,240188.8,104,357952.9,783,372363.3,68,1026889,52,103418,8,192939.8,229,5882.1,12,1660736.3,827,1978416.1,1881
2018,전남,강진군,500910568.7,220349,30983047.1,33454,108637518,64645,861770.6,256,3095518.1,970,288083311,27006,0,0,425,2,10782472.8,26756,1198417.7,337,853432,153,43071,40,35975.8,31,440501.6,559,17155260.4,41876,0,0,1484170.4,1486,10331358.1,4125,12490666.8,11388,9636956.7,2574,308493.7,174,376745.1,1203,140859.9,54,198627.2,65,50591.2,48,145661,152,14817,18,1267250.2,1157,2293650.3,1820
2018,전남,해남군,1031329687.3,436055,123623175.1,90370,227007108.9,100754,1124345.1,274,7082527.6,1042,446486863.2,47960,0,0,2207795,351,19310805.9,45278,1099246.7,517,1393457.6,257,178317.2,195,90058,107,1211549.5,1225,39488891.3,100432,0,0,1815283.5,1016,11074190.1,5728,31316023.7,25017,80516581.6,5881,979260,285,629611.6,1395,2682538.8,100,722801.1,53,178088,19,337107.4,397,712162.9,23,3677205.9,3383,26384691.6,3996
2018,전남,영암군,612552324.5,291319,61387366.1,54019,160142430.4,77759,4292868.7,1299,7792725.4,1362,226213927.4,34272,0,0,782055,216,14453945.7,29864,9241827.8,734,1021807.2,179,600185.7,113,109193,109,915279.4,910,28259224.1,52336,2423.7,1,1109843.7,510,25969514,4114,23884535.5,23482,20772867.8,3072,265265.5,88,811207.8,671,2640725.9,109,1782348.1,223,212625,64,202482.1,202,2443571,66,1152468.9,1154,16089609.6,4391
2018,전남,무안군,449713138.6,290171,94415865.5,82577,88081835.3,56660,363266.1,120,10141540.6,2698,148686525.1,35230,0,0,1444797,281,14497005.6,31264,1578664.3,560,1434859.2,225,206651.4,144,51302,56,709890.2,702,21554180,54008,1236685.4,1492,1218163.5,657,17612743.1,567,11182270,10138,13345192.7,2417,169901.8,96,1042298.6,2619,1095074.8,135,1918206.9,60,153263,35,215719.7,216,0,0,925600.5,1086,16431636.3,6128
2018,전남,함평군,392116246.3,233373,48296475.4,47833,89318350.8,61378,626797.2,146,3208148,1281,182654416.9,25300,0,0,0,0,12031899.5,27584,1516354.4,483,676425.4,193,38897.8,21,23270,30,543615.7,461,18716972.9,43453,610965,264,1590545.5,2255,10524607.7,4678,10405316.4,11433,5530624.7,2325,235795,148,1166449.9,668,425976,125,609974.6,160,399603.4,60,149459.2,206,0,0,356284.1,655,2459020.8,2233
2018,전남,영광군,474944847.8,252196,60501824.9,57858,113534189.7,61068,694129,153,3708193.8,690,207229173.6,27380,0,0,6263889.8,488,13826479.3,33767,5134742.1,480,1050377,210,80992.1,88,43874.7,53,427173,451,19427009.7,46254,0,0,1602051.4,840,10810310.6,4156,13029548.5,11059,8400465.7,3235,1790800.1,319,633987.2,305,371803,79,1282862.2,120,11596,9,151575.9,118,8097,9,606383.6,846,4323317.9,2161
2018,전남,장성군,518402401.5,253720,34669731.9,42164,78892722.1,62416,2803199.9,1159,1386975.1,671,317161027.8,29310,0,0,0,0,11527046.1,28710,3089610.3,1067,704457.4,182,133658.6,158,41785,71,485260.7,466,19967323.3,52530,1124598.1,625,1027946.7,2256,10720148.1,5510,12165567.6,14666,11355714.8,4767,48558,38,170001.9,658,295714.7,111,771325.4,205,160520,190,172937,156,65180,20,1322808,782,8138583,4832
2018,전남,완도군,396607799.5,221896,53318177.7,56731,35456683.1,34728,1078326,559,1756382.9,423,258648959.7,32468,0,0,618462.5,357,9864035.3,31587,553148.6,232,1081570,464,46706.7,46,9423,14,244539.3,336,13605234.1,47642,0,0,650919,1073,1074018.1,1135,4228226.1,3423,5020766.4,1580,1951822.8,1297,662349.6,775,101277.9,74,106091,40,0,0,123535.5,139,16107.7,10,1378809,1931,5012227.5,4832
2018,전남,진도군,440111574.2,186220,55460569.8,51281,72754945.2,40941,676480,141,479488.5,254,252532855.2,25607,0,0,274201,121,7633794.5,21885,496251.4,172,693804,164,63326.5,43,17503,27,377258.6,468,15799216.8,29174,0,0,920588,612,3861630.6,1351,8723942.5,7038,13298253.3,2393,829365.3,507,81108.4,149,87975.1,49,212468.6,31,33026,6,118456,142,7365,7,1693740,1489,2983960.9,2168
2018,전남,신안군,655612036.8,315208,107608483.5,96524,103592719.7,69613,148358,100,5298476.1,715,325568323,47306,0,0,37213356.6,3875,10862126.5,30125,495753.2,166,1077107.9,221,83904.8,48,6636,8,514988.9,439,15113575.7,43435,0,0,2179399.6,1355,14141,25,18487941.7,8990,12887379.7,5383,1254450.4,203,166632,137,37886.6,7,99797.1,25,48060,4,117347,133,0,0,1997974,2082,10737217.8,4289
2018,경북,경북,19032867577.3,5759294,1246559602.8,1136433,1737012274.3,1453623,161647279.4,86629,51941674.9,19342,13577865047.1,743973,515.2,62,0,0,329340202.7,823920,114152837.3,28096,32253084.9,7334,2862829.5,2576,1825709.4,2208,15936767.6,20646,419341430.2,820874,20968676.5,22605,30960839.3,43937,566610346.4,117032,350537711.1,255771,182536791.8,58424,1025627.7,620,2673841.6,3582,11621884.8,3671,29941065.1,3092,3728027.1,914,5832901.9,5767,1435712.8,836,59109130.5,46698,75145765.4,50629
2018,경북,포항시(계),1130049470.4,413131,61404527.6,71518,104213511.2,95300,5886900.4,2933,1732536,815,784793233.4,57045,3,1,0,0,35028452,93997,22984335.1,2016,3420825.6,936,344141.6,338,217350.6,248,989130.8,1232,31168936.1,49221,593708,626,655179.8,472,28814296.4,9266,18360879.4,13440,6699914.9,2346,215970,133,359091,451,1553915.3,390,1627358,156,106909,20,488381.3,470,8349,11,4025426.9,3974,14356208,5776
2018,경북,포항시남구,393993351.5,175645,23145459.7,31289,32189279.3,33785,418940,380,706794,269,251502993.2,25241,0,0,0,0,16658902.7,44950,19144086.8,1377,1741570.3,536,216226.9,210,112578.7,129,416538.7,431,14107281.3,20669,406334,376,310803.9,241,10717768.9,5057,6139034.1,4829,1992710.8,563,194189,116,119262,140,923421,177,318881,63,61914,7,185131.5,186,5029,5,1646770.9,1425,10611449.8,3194
2018,경북,포항시북구,736056118.9,237486,38259067.9,40229,72024231.9,61515,5467960.4,2553,1025742,546,533290240.2,31804,3,1,0,0,18369549.3,49047,3840248.3,639,1679255.3,400,127914.7,128,104771.9,119,572592.1,801,17061654.8,28552,187374,250,344375.9,231,18096527.5,4209,12221845.3,8611,4707204.1,1783,21781,17,239829,311,630494.3,213,1308477,93,44995,13,303249.8,284,3320,6,2378656,2549,3744758.2,2582
2018,경북,경주시,1324842528.6,518437,71554598.8,84627,159586101.1,141916,4156529,2721,8603659.5,2411,886260493.3,64710,86,1,0,0,32830695.3,81521,16460892.4,3708,3053355.5,598,324813.2,249,335653.6,371,1170538.3,1557,36024000.4,72110,2764996.2,4366,3834259,5211,34982211.7,11717,25775376.8,22417,13453831.7,4939,79895,77,239543.7,360,1182585.4,546,6681605.2,698,1701484,350,597274.9,593,1138421,695,6366510,4681,5683117.6,5287
2018,경북,김천시,1009763791.8,349704,66201543,68261,113589710.2,94115,13250096.1,8847,3749930.3,1202,694586279.2,40697,0,0,0,0,19375859.5,49561,5848617.4,1228,1652361.1,481,93268.1,110,71776.5,93,701023.6,875,23294890.4,52875,2335981.7,1962,1366917.8,1826,26247468.9,5355,23443012.1,12067,5213611.7,3781,8252,4,73904.8,124,1375864.1,489,466701.5,95,25894,25,356222.5,357,37021,24,2672188.1,2677,3725396.2,2573
2018,경북,안동시,1522102023.3,390311,126446732,95665,91115104.1,74062,13604254.3,6575,3503092.1,1065,1064279446.7,64606,13,4,0,0,22088886.8,49592,1936180.5,563,2494324.2,507,191309,167,91549.3,79,1173026,1559,31203772.4,52877,1384388.6,1347,2246211.4,3111,60160818,6388,26817421.2,18761,62152462.3,7411,46987,19,299760.2,488,1152633.9,226,2946436.5,158,130444.3,15,325998.6,323,27370,12,3495577.3,1998,2787823.6,2733
2018,경북,구미시,615302284.2,252913,36571461.7,38010,90920725.4,68934,3210538,2104,1725504.3,837,341033931.8,23934,0,0,0,0,23249588.8,48508,17044838,2503,2673937.6,345,262880.9,157,164888.7,192,505661.2,546,21610120.5,35244,447042,268,2835566.1,3049,42291488.7,5074,17074395.2,16123,3655999.2,2137,25003,20,449156.9,434,1865319.4,505,2779957.3,253,124147,55,328100.2,236,0,0,1408047.7,1545,3043984.6,1900
2018,경북,영주시,670023593.2,224754,71037625.7,51413,71604825.1,47009,14189871,4782,2383846.7,1271,432848142.3,27719,0,0,0,0,14500582.6,35107,2399670.5,537,1189334,263,154483.7,136,83696.3,89,1054876.7,1323,17536952.6,35347,1960729.6,1922,394765.1,958,16503275.4,3641,15209289.4,8991,1487263.3,564,6009,8,35485,36,300419.2,139,358410.7,50,75087,19,274197.2,225,33461,7,1503998.7,1081,2897295.4,2117
2018,경북,영천시,919209670.8,344618,53945424,59989,92146615.2,90790,19004811.7,11735,2500651.7,1336,624275837.8,40301,0,0,0,0,16229157.9,43013,7800157.8,2725,1254689.8,331,168617.7,150,107047,128,973056.2,1391,25795657.6,51587,1502011.8,1539,2422046.4,3393,21662777.4,5161,15825240.1,16238,20623156.8,7067,17618,12,149468.6,128,241636.3,116,2671626.1,206,7542,11,376988.5,369,5390,4,4317737,3630,5184707.4,3268
2018,경북,상주시,1254677914.9,392962,85684616.1,75466,178934350,116938,8931478.2,4054,5218806.6,1573,829066550,39477,0,0,0,0,21956723.9,51263,2322346,419,1847239,483,131032.7,143,83446,120,1018465.6,1161,29644773.8,62300,688063,790,1568244.7,3202,42735725.5,6981,27403969.2,18983,6622341.8,2472,55830,36,80980.2,60,411677.7,143,1742875,86,68840,52,368220.5,356,28849,4,4978965.1,3691,3083505.3,2709
2018,경북,문경시,911858347.7,197544,56664805.7,42472,66006357.6,47587,5785085.9,2492,2057841.2,923,702193989.8,26253,5,1,0,0,14301695.3,33126,2191017.4,434,1155710.9,259,227908.1,129,42262.7,72,511554.3,645,18750944.2,25383,903843.5,916,639748.8,546,17221638.4,3296,13885982.8,9037,2981747.9,830,67604.8,48,82499.8,79,353348.3,111,795997,71,40679,25,333037,206,20914,10,1749793,1215,2892335.3,1378
2018,경북,경산시,411761560.1,232147,28498861.9,33637,55009473.8,59745,8407388,6172,1565396,1019,227132619.7,19814,29.6,7,0,0,17093220.7,42625,10164635.2,3864,5649225.7,424,228016.6,227,142799.1,180,1150520,1414,16135891.4,38822,1503428.5,1759,1076404.1,1830,11757708.4,4749,7259152.5,7496,7540917.9,3097,3124,2,300304.5,95,1303287.5,345,2219439.8,273,12658.3,4,353692.9,327,24936.8,2,2254660.6,1538,4973766.6,2680
2018,경북,군위군,614256199.5,190316,35871679,37081,41983083.5,44993,10517367.8,7072,1505355.8,587,461895108.8,29409,9,1,0,0,6924865.8,18154,794208,313,388323.6,169,60657.8,70,29946,43,522756.2,819,11251204,27445,448260,340,2197364.4,2374,16973962.8,4010,13735800.3,9643,4884511.6,4754,4084,4,34368.3,33,179420.5,146,659604.3,29,6448,7,175999.3,172,9663,2,1659058.2,1465,1543089.5,1181
2018,경북,의성군,1174691362,375572,78416444.9,75234,133989371.6,107131,13490262.1,6293,2553601.5,764,828320315.9,52061,28,7,0,0,14461261.8,39647,1456551.2,342,1174164,368,58008.7,81,48021,56,855507.8,1375,20523120.6,46580,805081,653,1976294.6,2648,32162721,8826,29309626,22514,9123231.7,5700,70016.9,26,13299.8,30,121542.4,39,258441.1,110,2397,2,242009,296,9020,1,3119045,2681,2131977.4,2107
2018,경북,청송군,846102080.5,152223,54868228.8,42747,28091864.1,30862,12632691.6,5306,1594011,296,687890917.5,23159,0,0,0,0,7048198.4,16951,121772,73,535481,207,26422.3,30,27659,29,558629.8,862,8975839,17602,0,0,413863.5,584,17735927,3083,11420932.1,5957,11181732.9,1595,14542,11,47145.2,35,9719.2,7,97198,22,39066.7,2,104950,169,0,0,1739941,1468,925348.4,1166
2018,경북,영양군,815753824.4,118462,54180402.1,38847,20310338.8,19242,1564140,630,1183249.5,286,697248895.7,22265,4,1,0,0,4596488.5,11895,160358.4,66,372579,150,7001.9,10,16326,25,331830.2,600,9157314.4,14266,0,0,93590.2,154,14513495.3,2330,8915281.5,5780,1382255.7,603,0,0,41593,33,26560.8,14,60993,12,6221,1,61282,63,9843,21,943324,830,570456.4,338
2018,경북,영덕군,741207985.3,169504,32900170.6,33231,44432426.5,39557,3556403,1941,716326.7,290,600870123.3,27448,0,0,0,0,7878498.6,24782,672523.3,252,650411,228,91744,74,53823,88,485500.4,833,10094217.6,23356,0,0,787237.7,765,19654890,3319,11916289.7,9120,1737736.1,728,146849,73,37538.1,34,72177.4,18,1169225,253,25547.4,16,168041,288,0,0,1780965,1753,1309320.9,1057
2018,경북,청도군,693838383.5,254017,37649000.1,48703,64359521.4,73784,7576081.8,5578,1204003.6,911,508374848.9,34458,12,4,0,0,11464308.6,31803,962057.1,464,487742.5,239,74359.8,69,23965.5,46,568744.4,1058,14832595.3,34863,943727,904,493571,1096,21744658.7,3999,6778286.1,6506,11421084.7,4352,37558,12,81931,226,103105,97,187448,70,110469,65,187801,181,3670,1,3139364.2,2981,1028468.8,1547
2018,경북,고령군,384049955,156729,19257714.7,23873,51185061.1,49719,486133.5,468,1385633,466,245086064.8,18453,0,0,0,0,6432314.2,19064,3483952.1,1660,421116,178,49409.4,61,14706.8,15,255182.1,293,9930964.8,20080,0,0,2461615,3589,30793645,6463,6771075.1,7422,1777533.1,1201,7700,6,147700.4,629,160591.6,26,427049,48,178011.1,8,64979,79,4673,7,1745045.9,1440,1522084.3,1481
2018,경북,성주군,616101498.6,226250,36454546.6,39435,87265273.8,68797,2128854,1390,1635982,701,412636218.5,29581,0,0,0,0,10472834.8,28394,6030827.9,2435,524617,175,122286.7,92,26636,36,501305.6,563,14529273.3,30657,0,0,1478433.7,2397,20750195.1,6335,12647942.1,8592,2876080.4,1291,21176,18,56754.2,176,204751.2,63,169390.2,21,44956,47,194824,188,767,2,3254645,2923,2072927.5,1941
2018,경북,칠곡군,450929086.1,189863,23362314.7,27971,46201880.6,50162,2753426.6,2090,902555.9,612,296433509.3,20707,22,1,0,0,11540052.8,28976,7337879.1,3608,1095021.4,240,84175.2,78,133869.5,154,1485655.5,884,13120101.4,31858,1480840.9,2011,701873,1341,20906084.6,5047,8229174.3,7350,2563612,1303,5971,9,44990.6,36,319120.2,66,3352623.5,310,112773,49,284231.4,237,149,1,4432631.9,1663,4044546.7,3099
2018,경북,예천군,661455123.2,243929,79971650.2,52186,109559622.1,62097,3185567.3,937,2936693.3,855,360750231,27073,0,0,0,0,13891055.6,27752,791312.7,254,758128,182,77080.9,71,22893.8,36,431348,582,22098329.8,42788,954545,782,1973136.6,3008,30025194.3,3790,21355761.7,16067,3501956.8,1260,24843,13,27881.8,26,418216,75,846469.9,110,114769,15,187675.5,157,5923,11,2260434.4,1887,5284403.5,1915
2018,경북,봉화군,1201964714.8,168713,88327792.9,48858,42957352.9,26738,7199863.1,2437,2393675.2,749,990267627.7,25348,0,0,0,0,8783385.3,18442,957001,241,606663,217,27425,42,28610,45,439229.4,654,19478756.5,29857,2248865.7,2419,588849,1376,15775855.2,2668,16680670.4,5934,977730.1,472,24710,20,23623.7,33,123110.8,69,52384,4,756464.3,108,197569.1,219,2090,2,1362903,703,1682507.5,1058
2018,경북,울진군,990016108.8,178635,34944954.3,41977,43153042.2,43449,122169,71,882420,367,846488376.7,25821,303.6,34,0,0,8170851.3,24743,2175538.2,354,708022,279,45723.2,72,54218,58,233525.5,373,12927604.7,23404,3164,1,684415,936,22531257.6,5225,10841387.4,7079,678079.2,521,140893,68,33026.8,26,142882.6,41,297540,44,30195,15,116585,170,59504,1,784997.5,724,3765433,2782
2018,경북,울릉군,72910070.6,18560,12344507.4,5232,396662,696,7367,1,6903,6,55132285,3634,0,0,0,0,1021224.2,5004,56166,37,139813,75,12063,20,4565,5,19700,47,1256169.4,2352,0,0,71252.4,71,665051,309,880765.7,254,0,0,992,1,13794,10,0,0,72292,13,7025,3,44842,86,5699,18,113871,150,637061.5,536
